uid_proj,uid,name
analisis-de-campana-para-candidatos-independientes,uso-de-datos-abiertos,Uso de datos abiertos
analisis-de-campana-para-candidatos-independientes,periodismo-de-datos,Periodismo de datos
verto-app,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
verto-app,participación-ciudadana,Participación ciudadana
participacion-ciudadana-transparente-una-plataforma-amigable,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
participacion-ciudadana-transparente-una-plataforma-amigable,participación-ciudadana,Participación ciudadana
comoayudo-org,participación-ciudadana,Participación ciudadana
plataforma-ecosol-feminista,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
plataforma-ecosol-feminista,mapeo-ciudadano,Mapeo ciudadano
plataforma-ecosol-feminista,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
plataforma-ecosol-feminista,participación-ciudadana,Participación ciudadana
plataforma-ecosol-feminista,uso-de-datos-abiertos,Uso de datos abiertos
plataforma-ecosol-feminista,periodismo-de-datos,Periodismo de datos
warmi-mujer-en-quechua,mapeo-ciudadano,Mapeo ciudadano
warmi-mujer-en-quechua,participación-ciudadana,Participación ciudadana
warmi-mujer-en-quechua,uso-de-datos-abiertos,Uso de datos abiertos
startup-rei,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
startup-rei,uso-de-datos-abiertos,Uso de datos abiertos
synchronicity,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
synchronicity,mapeo-ciudadano,Mapeo ciudadano
synchronicity,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
synchronicity,participación-ciudadana,Participación ciudadana
synchronicity,uso-de-datos-abiertos,Uso de datos abiertos
synchronicity,periodismo-de-datos,Periodismo de datos
experimentos-tecnologicos-locales,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
experimentos-tecnologicos-locales,mapeo-ciudadano,Mapeo ciudadano
experimentos-tecnologicos-locales,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
experimentos-tecnologicos-locales,participación-ciudadana,Participación ciudadana
experimentos-tecnologicos-locales,uso-de-datos-abiertos,Uso de datos abiertos
experimentos-tecnologicos-locales,periodismo-de-datos,Periodismo de datos
todos-por-um-tp1,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
todos-por-um-tp1,mapeo-ciudadano,Mapeo ciudadano
todos-por-um-tp1,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
todos-por-um-tp1,participación-ciudadana,Participación ciudadana
todos-por-um-tp1,uso-de-datos-abiertos,Uso de datos abiertos
todos-por-um-tp1,periodismo-de-datos,Periodismo de datos
plataforma-sas-de-participacion-ciudadana,participación-ciudadana,Participación ciudadana
kiik-plataforma-digital-para-la-donacion-altruista-de-sangre,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
kiik-plataforma-digital-para-la-donacion-altruista-de-sangre,participación-ciudadana,Participación ciudadana
plataforma-para-el-monitoreo-de-parametros-de-salud-y-de-actividad-del-adulto-mayor,mapeo-ciudadano,Mapeo ciudadano
plataforma-para-el-monitoreo-de-parametros-de-salud-y-de-actividad-del-adulto-mayor,uso-de-datos-abiertos,Uso de datos abiertos
celula-de-capacitacão-tecnologica-para-meninas-e-adolescentes-cecatec,mapeo-ciudadano,Mapeo ciudadano
celula-de-capacitacão-tecnologica-para-meninas-e-adolescentes-cecatec,participación-ciudadana,Participación ciudadana
celula-de-capacitacão-tecnologica-para-meninas-e-adolescentes-cecatec,uso-de-datos-abiertos,Uso de datos abiertos
obras-de-mi-ciudad,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
obras-de-mi-ciudad,mapeo-ciudadano,Mapeo ciudadano
obras-de-mi-ciudad,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
obras-de-mi-ciudad,participación-ciudadana,Participación ciudadana
obras-de-mi-ciudad,uso-de-datos-abiertos,Uso de datos abiertos
pinghacker,mapeo-ciudadano,Mapeo ciudadano
pinghacker,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
pinghacker,participación-ciudadana,Participación ciudadana
pinghacker,uso-de-datos-abiertos,Uso de datos abiertos
pinghacker,periodismo-de-datos,Periodismo de datos
experimento-social-overhaul-de-la-democracia-a-traves-de-la-tecnologia,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
experimento-social-overhaul-de-la-democracia-a-traves-de-la-tecnologia,mapeo-ciudadano,Mapeo ciudadano
experimento-social-overhaul-de-la-democracia-a-traves-de-la-tecnologia,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
experimento-social-overhaul-de-la-democracia-a-traves-de-la-tecnologia,participación-ciudadana,Participación ciudadana
experimento-social-overhaul-de-la-democracia-a-traves-de-la-tecnologia,uso-de-datos-abiertos,Uso de datos abiertos
experimento-social-overhaul-de-la-democracia-a-traves-de-la-tecnologia,periodismo-de-datos,Periodismo de datos
laboratorio-de-movilidad,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
laboratorio-de-movilidad,mapeo-ciudadano,Mapeo ciudadano
laboratorio-de-movilidad,participación-ciudadana,Participación ciudadana
laboratorio-de-movilidad,uso-de-datos-abiertos,Uso de datos abiertos
laboratorio-de-movilidad,periodismo-de-datos,Periodismo de datos
plataforma-para-la-evaluacion-y-monitoreo-de-calidad-en-la-atencion-en-instituciones-publicas,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
plataforma-para-la-evaluacion-y-monitoreo-de-calidad-en-la-atencion-en-instituciones-publicas,participación-ciudadana,Participación ciudadana
tu-conteo,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
tu-conteo,mapeo-ciudadano,Mapeo ciudadano
tu-conteo,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
tu-conteo,participación-ciudadana,Participación ciudadana
tu-conteo,uso-de-datos-abiertos,Uso de datos abiertos
tu-conteo,periodismo-de-datos,Periodismo de datos
rio-doce-ativo,mapeo-ciudadano,Mapeo ciudadano
rio-doce-ativo,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
rio-doce-ativo,participación-ciudadana,Participación ciudadana
rio-doce-ativo,periodismo-de-datos,Periodismo de datos
mapas-coletivos,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
mapas-coletivos,mapeo-ciudadano,Mapeo ciudadano
mapas-coletivos,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
mapas-coletivos,participación-ciudadana,Participación ciudadana
mapas-coletivos,uso-de-datos-abiertos,Uso de datos abiertos
informacion-y-gestion-de-conocimientos-de-politicas-publicas-con-enfoque-de-genero,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
informacion-y-gestion-de-conocimientos-de-politicas-publicas-con-enfoque-de-genero,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
informacion-y-gestion-de-conocimientos-de-politicas-publicas-con-enfoque-de-genero,participación-ciudadana,Participación ciudadana
informacion-y-gestion-de-conocimientos-de-politicas-publicas-con-enfoque-de-genero,periodismo-de-datos,Periodismo de datos
unostres,participación-ciudadana,Participación ciudadana
unostres,periodismo-de-datos,Periodismo de datos
estrategias-comunitarias-para-crear-y-fortalecer-un-sistema-de-comunicaci-libre-y-comunitaria-en-la-costa-pac-ifica-de-esmeraldas-ecuador,mapeo-ciudadano,Mapeo ciudadano
estrategias-comunitarias-para-crear-y-fortalecer-un-sistema-de-comunicaci-libre-y-comunitaria-en-la-costa-pac-ifica-de-esmeraldas-ecuador,participación-ciudadana,Participación ciudadana
estrategias-comunitarias-para-crear-y-fortalecer-un-sistema-de-comunicaci-libre-y-comunitaria-en-la-costa-pac-ifica-de-esmeraldas-ecuador,uso-de-datos-abiertos,Uso de datos abiertos
estrategias-comunitarias-para-crear-y-fortalecer-un-sistema-de-comunicaci-libre-y-comunitaria-en-la-costa-pac-ifica-de-esmeraldas-ecuador,periodismo-de-datos,Periodismo de datos
plataforma-digital-de-participacion-ciudadana-en-congresos-locales,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
plataforma-digital-de-participacion-ciudadana-en-congresos-locales,participación-ciudadana,Participación ciudadana
plataforma-digital-de-participacion-ciudadana-en-congresos-locales,uso-de-datos-abiertos,Uso de datos abiertos
plataforma-digital-de-participacion-ciudadana-en-congresos-locales,periodismo-de-datos,Periodismo de datos
datathon-latam,mapeo-ciudadano,Mapeo ciudadano
datathon-latam,participación-ciudadana,Participación ciudadana
datathon-latam,uso-de-datos-abiertos,Uso de datos abiertos
datathon-latam,periodismo-de-datos,Periodismo de datos
relevamiento-de-asentamientos-informales-en-centro-america,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
relevamiento-de-asentamientos-informales-en-centro-america,mapeo-ciudadano,Mapeo ciudadano
relevamiento-de-asentamientos-informales-en-centro-america,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
relevamiento-de-asentamientos-informales-en-centro-america,participación-ciudadana,Participación ciudadana
relevamiento-de-asentamientos-informales-en-centro-america,periodismo-de-datos,Periodismo de datos
datascopio-e-cruza-dados,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
datascopio-e-cruza-dados,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
datascopio-e-cruza-dados,participación-ciudadana,Participación ciudadana
datascopio-e-cruza-dados,uso-de-datos-abiertos,Uso de datos abiertos
datascopio-e-cruza-dados,periodismo-de-datos,Periodismo de datos
ozzymandhas-jornalismo-colaborativo,participación-ciudadana,Participación ciudadana
ozzymandhas-jornalismo-colaborativo,periodismo-de-datos,Periodismo de datos
plataforma-de-participacion-y-seguridad-ciudadana,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
plataforma-de-participacion-y-seguridad-ciudadana,mapeo-ciudadano,Mapeo ciudadano
plataforma-de-participacion-y-seguridad-ciudadana,participación-ciudadana,Participación ciudadana
mi-emprendimiento-abierto,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
mi-emprendimiento-abierto,participación-ciudadana,Participación ciudadana
mi-emprendimiento-abierto,uso-de-datos-abiertos,Uso de datos abiertos
veias-abertas-dados-sobre-conflitos-socioambientais,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
veias-abertas-dados-sobre-conflitos-socioambientais,uso-de-datos-abiertos,Uso de datos abiertos
veias-abertas-dados-sobre-conflitos-socioambientais,periodismo-de-datos,Periodismo de datos
bgood-smart-philanthropy,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
plataforma-ciudadana-de-seguridad-vial-para-la-ciudad-de-mexico,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
plataforma-ciudadana-de-seguridad-vial-para-la-ciudad-de-mexico,mapeo-ciudadano,Mapeo ciudadano
plataforma-ciudadana-de-seguridad-vial-para-la-ciudad-de-mexico,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
plataforma-ciudadana-de-seguridad-vial-para-la-ciudad-de-mexico,participación-ciudadana,Participación ciudadana
plataforma-ciudadana-de-seguridad-vial-para-la-ciudad-de-mexico,uso-de-datos-abiertos,Uso de datos abiertos
plataforma-ciudadana-de-seguridad-vial-para-la-ciudad-de-mexico,periodismo-de-datos,Periodismo de datos
compartir,participación-ciudadana,Participación ciudadana
compartir,uso-de-datos-abiertos,Uso de datos abiertos
compartir,periodismo-de-datos,Periodismo de datos
sistema-de-alerta-inmediata-para-proteccion-a-mujeres-en-riesgo-de-agresion-violenta,participación-ciudadana,Participación ciudadana
click-social,mapeo-ciudadano,Mapeo ciudadano
click-social,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
click-social,participación-ciudadana,Participación ciudadana
click-social,uso-de-datos-abiertos,Uso de datos abiertos
migranet-respaldo,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
migranet-respaldo,participación-ciudadana,Participación ciudadana
migranet-respaldo,periodismo-de-datos,Periodismo de datos
arteria-activa-responde-transforma,participación-ciudadana,Participación ciudadana
arteria-activa-responde-transforma,uso-de-datos-abiertos,Uso de datos abiertos
sos-eleitor-sos-votante,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
sos-eleitor-sos-votante,mapeo-ciudadano,Mapeo ciudadano
sos-eleitor-sos-votante,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
sos-eleitor-sos-votante,participación-ciudadana,Participación ciudadana
plataforma-de-vigilancia-ciudadana,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
plataforma-de-vigilancia-ciudadana,mapeo-ciudadano,Mapeo ciudadano
plataforma-de-vigilancia-ciudadana,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
plataforma-de-vigilancia-ciudadana,participación-ciudadana,Participación ciudadana
plataforma-de-vigilancia-ciudadana,uso-de-datos-abiertos,Uso de datos abiertos
plataforma-de-vigilancia-ciudadana,periodismo-de-datos,Periodismo de datos
tu-dinero-tu-gobierno,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
tu-dinero-tu-gobierno,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
tu-dinero-tu-gobierno,participación-ciudadana,Participación ciudadana
tu-dinero-tu-gobierno,uso-de-datos-abiertos,Uso de datos abiertos
agencia-informativa-ciudadana,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
agencia-informativa-ciudadana,mapeo-ciudadano,Mapeo ciudadano
agencia-informativa-ciudadana,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
agencia-informativa-ciudadana,participación-ciudadana,Participación ciudadana
agencia-informativa-ciudadana,uso-de-datos-abiertos,Uso de datos abiertos
agencia-informativa-ciudadana,periodismo-de-datos,Periodismo de datos
genus-plataforma-de-comunicacion-academica-plus,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
genus-plataforma-de-comunicacion-academica-plus,participación-ciudadana,Participación ciudadana
comunaire,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
comunaire,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
comunaire,participación-ciudadana,Participación ciudadana
comunaire,uso-de-datos-abiertos,Uso de datos abiertos
citiviva-ciudadania-inteligente,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
citiviva-ciudadania-inteligente,mapeo-ciudadano,Mapeo ciudadano
citiviva-ciudadania-inteligente,participación-ciudadana,Participación ciudadana
citiviva-ciudadania-inteligente,uso-de-datos-abiertos,Uso de datos abiertos
plataforma-civica-ciudadana-cochabamba,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
plataforma-civica-ciudadana-cochabamba,mapeo-ciudadano,Mapeo ciudadano
plataforma-civica-ciudadana-cochabamba,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
plataforma-civica-ciudadana-cochabamba,participación-ciudadana,Participación ciudadana
cdlv-el-monitor-de-los-procesos-de-urbanizacion-de-villas,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
cdlv-el-monitor-de-los-procesos-de-urbanizacion-de-villas,mapeo-ciudadano,Mapeo ciudadano
cdlv-el-monitor-de-los-procesos-de-urbanizacion-de-villas,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
cdlv-el-monitor-de-los-procesos-de-urbanizacion-de-villas,participación-ciudadana,Participación ciudadana
cdlv-el-monitor-de-los-procesos-de-urbanizacion-de-villas,uso-de-datos-abiertos,Uso de datos abiertos
appacheta-desarrollo-de-un-turismo-colaborativo-que-apoye-a-la-mejora-de-los-servicios-turisticos-basado-en-recomendaciones-y-experiencias-ciudadanas,mapeo-ciudadano,Mapeo ciudadano
appacheta-desarrollo-de-un-turismo-colaborativo-que-apoye-a-la-mejora-de-los-servicios-turisticos-basado-en-recomendaciones-y-experiencias-ciudadanas,participación-ciudadana,Participación ciudadana
ecuador-chequea,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
ecuador-chequea,uso-de-datos-abiertos,Uso de datos abiertos
ecuador-chequea,periodismo-de-datos,Periodismo de datos
kmesafe,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
kmesafe,mapeo-ciudadano,Mapeo ciudadano
kmesafe,participación-ciudadana,Participación ciudadana
social-games-energia-eolica-energia-limpia-para-quien,mapeo-ciudadano,Mapeo ciudadano
social-games-energia-eolica-energia-limpia-para-quien,participación-ciudadana,Participación ciudadana
transparencia-nas-licitacões,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
transparencia-nas-licitacões,mapeo-ciudadano,Mapeo ciudadano
transparencia-nas-licitacões,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
transparencia-nas-licitacões,participación-ciudadana,Participación ciudadana
transparencia-nas-licitacões,uso-de-datos-abiertos,Uso de datos abiertos
estamos-cordoba-aplicaciones-para-una-administracion-relacional,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
estamos-cordoba-aplicaciones-para-una-administracion-relacional,mapeo-ciudadano,Mapeo ciudadano
estamos-cordoba-aplicaciones-para-una-administracion-relacional,participación-ciudadana,Participación ciudadana
estamos-cordoba-aplicaciones-para-una-administracion-relacional,uso-de-datos-abiertos,Uso de datos abiertos
dyntra-latam,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
dyntra-latam,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
dyntra-latam,participación-ciudadana,Participación ciudadana
dyntra-latam,uso-de-datos-abiertos,Uso de datos abiertos
dyntra-latam,periodismo-de-datos,Periodismo de datos
boonited,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
boonited,mapeo-ciudadano,Mapeo ciudadano
boonited,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
boonited,participación-ciudadana,Participación ciudadana
boonited,uso-de-datos-abiertos,Uso de datos abiertos
plataforma-carazo-sostenible,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
plataforma-carazo-sostenible,mapeo-ciudadano,Mapeo ciudadano
plataforma-carazo-sostenible,participación-ciudadana,Participación ciudadana
plataforma-carazo-sostenible,uso-de-datos-abiertos,Uso de datos abiertos
sistematizacion-de-la-gestion-y-divulgacion-de-la-informacion-publica-de-ordenamiento-territorial-del-municipio-de-yopal,mapeo-ciudadano,Mapeo ciudadano
sistematizacion-de-la-gestion-y-divulgacion-de-la-informacion-publica-de-ordenamiento-territorial-del-municipio-de-yopal,uso-de-datos-abiertos,Uso de datos abiertos
petgram,participación-ciudadana,Participación ciudadana
laboratorio-de-governo-aberto-uma-plataforma-de-indicadores-e-engajamento-social,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
laboratorio-de-governo-aberto-uma-plataforma-de-indicadores-e-engajamento-social,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
laboratorio-de-governo-aberto-uma-plataforma-de-indicadores-e-engajamento-social,participación-ciudadana,Participación ciudadana
laboratorio-de-governo-aberto-uma-plataforma-de-indicadores-e-engajamento-social,uso-de-datos-abiertos,Uso de datos abiertos
hackeo-al-gasto-electoral-en-las-elecciones-subnacionales-peru-2018,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
hackeo-al-gasto-electoral-en-las-elecciones-subnacionales-peru-2018,participación-ciudadana,Participación ciudadana
crear-un-centro-de-atencion-ciudadana-online-y-semipresencial,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
crear-un-centro-de-atencion-ciudadana-online-y-semipresencial,mapeo-ciudadano,Mapeo ciudadano
crear-un-centro-de-atencion-ciudadana-online-y-semipresencial,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
crear-un-centro-de-atencion-ciudadana-online-y-semipresencial,participación-ciudadana,Participación ciudadana
crear-un-centro-de-atencion-ciudadana-online-y-semipresencial,uso-de-datos-abiertos,Uso de datos abiertos
crear-un-centro-de-atencion-ciudadana-online-y-semipresencial,periodismo-de-datos,Periodismo de datos
promoviendo-la-transparencia-y-la-participacion-ambiental-en-el-sector-extractivo,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
promoviendo-la-transparencia-y-la-participacion-ambiental-en-el-sector-extractivo,participación-ciudadana,Participación ciudadana
observatorio-del-sector-social-de-la-economia,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
observatorio-del-sector-social-de-la-economia,participación-ciudadana,Participación ciudadana
observatorio-del-sector-social-de-la-economia,uso-de-datos-abiertos,Uso de datos abiertos
intercom,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
intercom,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
intercom,participación-ciudadana,Participación ciudadana
genero-e-numero,mapeo-ciudadano,Mapeo ciudadano
genero-e-numero,participación-ciudadana,Participación ciudadana
genero-e-numero,uso-de-datos-abiertos,Uso de datos abiertos
genero-e-numero,periodismo-de-datos,Periodismo de datos
sinais-vitais,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
sinais-vitais,mapeo-ciudadano,Mapeo ciudadano
sinais-vitais,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
sinais-vitais,participación-ciudadana,Participación ciudadana
sinais-vitais,uso-de-datos-abiertos,Uso de datos abiertos
avaliacão-da-qualidade-da-merenda-escolar,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
avaliacão-da-qualidade-da-merenda-escolar,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
avaliacão-da-qualidade-da-merenda-escolar,participación-ciudadana,Participación ciudadana
avaliacão-da-qualidade-da-merenda-escolar,periodismo-de-datos,Periodismo de datos
plataforma-de-visualizacion-de-plan-de-metas-de-nuevo-leon,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
plataforma-de-visualizacion-de-plan-de-metas-de-nuevo-leon,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
plataforma-de-visualizacion-de-plan-de-metas-de-nuevo-leon,participación-ciudadana,Participación ciudadana
plataforma-de-visualizacion-de-plan-de-metas-de-nuevo-leon,uso-de-datos-abiertos,Uso de datos abiertos
yo-propongo,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
yo-propongo,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
yo-propongo,participación-ciudadana,Participación ciudadana
yo-propongo,uso-de-datos-abiertos,Uso de datos abiertos
yo-propongo,periodismo-de-datos,Periodismo de datos
plataforma-para-participacion-ciudadana-de-vecinos,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
plataforma-para-participacion-ciudadana-de-vecinos,participación-ciudadana,Participación ciudadana
plataforma-para-participacion-ciudadana-de-vecinos,uso-de-datos-abiertos,Uso de datos abiertos
"sistema-de-informacion-territorial-prodepaz,observadores-de-comunicacion-ciudadana",mapeo-ciudadano,Mapeo ciudadano
"sistema-de-informacion-territorial-prodepaz,observadores-de-comunicacion-ciudadana",participación-ciudadana,Participación ciudadana
plataforma-de-contrataciones-abiertas-mx,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
plataforma-de-contrataciones-abiertas-mx,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
plataforma-de-contrataciones-abiertas-mx,participación-ciudadana,Participación ciudadana
plataforma-de-contrataciones-abiertas-mx,uso-de-datos-abiertos,Uso de datos abiertos
reconstruyendo-confianzas-desde-la-politica-local-a-traves-de-una-estrategia-de-participacion-ciudadana-transparente,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
reconstruyendo-confianzas-desde-la-politica-local-a-traves-de-una-estrategia-de-participacion-ciudadana-transparente,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
reconstruyendo-confianzas-desde-la-politica-local-a-traves-de-una-estrategia-de-participacion-ciudadana-transparente,participación-ciudadana,Participación ciudadana
reconstruyendo-confianzas-desde-la-politica-local-a-traves-de-una-estrategia-de-participacion-ciudadana-transparente,uso-de-datos-abiertos,Uso de datos abiertos
munitic,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
munitic,mapeo-ciudadano,Mapeo ciudadano
munitic,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
munitic,participación-ciudadana,Participación ciudadana
munitic,uso-de-datos-abiertos,Uso de datos abiertos
somos-dos,participación-ciudadana,Participación ciudadana
monitor-ciudadano,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
monitor-ciudadano,participación-ciudadana,Participación ciudadana
monitor-ciudadano,uso-de-datos-abiertos,Uso de datos abiertos
siga-sistema-de-indicadores-informacões-georeferenciadas-e-ambientais-do-litoral-norte-do-estado-do-são-paulo,uso-de-datos-abiertos,Uso de datos abiertos
civics,mapeo-ciudadano,Mapeo ciudadano
civics,participación-ciudadana,Participación ciudadana
civics,uso-de-datos-abiertos,Uso de datos abiertos
mapa-da-seguranca-e-transparencia,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
mapa-da-seguranca-e-transparencia,mapeo-ciudadano,Mapeo ciudadano
mapa-da-seguranca-e-transparencia,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
mapa-da-seguranca-e-transparencia,periodismo-de-datos,Periodismo de datos
revista-digital-plan-v,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
revista-digital-plan-v,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
revista-digital-plan-v,participación-ciudadana,Participación ciudadana
revista-digital-plan-v,uso-de-datos-abiertos,Uso de datos abiertos
revista-digital-plan-v,periodismo-de-datos,Periodismo de datos
plataforma-de-seguimiento-de-la-gestion-forestal-comunitaria-uso-multiple-uso-sostenible-de-unidades-de-conservacion-en-la-amazonia-brasiliera,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
plataforma-de-seguimiento-de-la-gestion-forestal-comunitaria-uso-multiple-uso-sostenible-de-unidades-de-conservacion-en-la-amazonia-brasiliera,participación-ciudadana,Participación ciudadana
plataforma-de-seguimiento-de-la-gestion-forestal-comunitaria-uso-multiple-uso-sostenible-de-unidades-de-conservacion-en-la-amazonia-brasiliera,uso-de-datos-abiertos,Uso de datos abiertos
plataforma-de-seguimiento-de-la-gestion-forestal-comunitaria-uso-multiple-uso-sostenible-de-unidades-de-conservacion-en-la-amazonia-brasiliera,periodismo-de-datos,Periodismo de datos
el-uso-de-las-tics-para-el-desarrollo-social,participación-ciudadana,Participación ciudadana
el-uso-de-las-tics-para-el-desarrollo-social,uso-de-datos-abiertos,Uso de datos abiertos
mucha-nota,uso-de-datos-abiertos,Uso de datos abiertos
projeto-guardiões-do-cariri-cidade-modelo-mauriti-ce,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
projeto-guardiões-do-cariri-cidade-modelo-mauriti-ce,mapeo-ciudadano,Mapeo ciudadano
projeto-guardiões-do-cariri-cidade-modelo-mauriti-ce,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
projeto-guardiões-do-cariri-cidade-modelo-mauriti-ce,participación-ciudadana,Participación ciudadana
projeto-guardiões-do-cariri-cidade-modelo-mauriti-ce,uso-de-datos-abiertos,Uso de datos abiertos
projeto-guardiões-do-cariri-cidade-modelo-mauriti-ce,periodismo-de-datos,Periodismo de datos
mi-compromiso-con-bogota,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
mi-compromiso-con-bogota,mapeo-ciudadano,Mapeo ciudadano
mi-compromiso-con-bogota,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
mi-compromiso-con-bogota,participación-ciudadana,Participación ciudadana
mi-compromiso-con-bogota,uso-de-datos-abiertos,Uso de datos abiertos
trainee-de-gesta-o-pu-blica,participación-ciudadana,Participación ciudadana
noosfero-plataforma-web-livre-para-a-criacão-de-redes-sociais-autonomas-e-participacão-civica,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
noosfero-plataforma-web-livre-para-a-criacão-de-redes-sociais-autonomas-e-participacão-civica,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
