uid_org,uid,name
fundacion-civico-social-pro-cartagena-funcicar,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
fundacion-civico-social-pro-cartagena-funcicar,periodismo-de-datos,Periodismo de datos
lojasoft-solutions,participación-ciudadana,Participación ciudadana
lojasoft-solutions,otro,Otro
kodevian-enterprise-software-solutions,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
kodevian-enterprise-software-solutions,mapeo-ciudadano,Mapeo ciudadano
kodevian-enterprise-software-solutions,compras-publicas,Compras públicas
kodevian-enterprise-software-solutions,otro,Otro
kodevian-enterprise-software-solutions,periodismo-de-datos,Periodismo de datos
colaboratorio-de-desenvolvimento-e-participacão-universidade-de-são-paulo,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
colaboratorio-de-desenvolvimento-e-participacão-universidade-de-são-paulo,mapeo-ciudadano,Mapeo ciudadano
colaboratorio-de-desenvolvimento-e-participacão-universidade-de-são-paulo,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
colaboratorio-de-desenvolvimento-e-participacão-universidade-de-são-paulo,participación-ciudadana,Participación ciudadana
observatorio-social-de-são-jose-ossj,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
observatorio-social-de-são-jose-ossj,participación-ciudadana,Participación ciudadana
corporacion-prodepaz,mapeo-ciudadano,Mapeo ciudadano
corporacion-prodepaz,participación-ciudadana,Participación ciudadana
softai,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
softai,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
softai,participación-ciudadana,Participación ciudadana
data-uruguay,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
data-uruguay,mapeo-ciudadano,Mapeo ciudadano
data-uruguay,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
data-uruguay,participación-ciudadana,Participación ciudadana
data-uruguay,parlamento-abierto-monitoreo-legislativo,Parlamento abierto / monitoreo legislativo
data-uruguay,periodismo-de-datos,Periodismo de datos
instituto-educadigital,mapeo-ciudadano,Mapeo ciudadano
instituto-educadigital,participación-ciudadana,Participación ciudadana
instituto-educadigital,otro,Otro
corporacion-red-somos,participación-ciudadana,Participación ciudadana
comite-para-la-democratizacion-de-la-informatica-cdi-colombia,participación-ciudadana,Participación ciudadana
comite-para-la-democratizacion-de-la-informatica-cdi-colombia,otro,Otro
protrash,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
protrash,participación-ciudadana,Participación ciudadana
elleven,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
fundacion-naturaleza-para-el-futuro-funafu,otro,Otro
universidad-nacional-vivelab,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
universidad-nacional-vivelab,mapeo-ciudadano,Mapeo ciudadano
universidad-nacional-vivelab,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
universidad-nacional-vivelab,participación-ciudadana,Participación ciudadana
universidad-nacional-vivelab,periodismo-de-datos,Periodismo de datos
observatorio-del-gasto-fiscal-via-fundacion-contexto-ciudadano,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
observatorio-del-gasto-fiscal-via-fundacion-contexto-ciudadano,compras-publicas,Compras públicas
observatorio-del-gasto-fiscal-via-fundacion-contexto-ciudadano,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
observatorio-del-gasto-fiscal-via-fundacion-contexto-ciudadano,periodismo-de-datos,Periodismo de datos
grupo-faro,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
grupo-faro,participación-ciudadana,Participación ciudadana
tedic,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
tedic,participación-ciudadana,Participación ciudadana
tedic,parlamento-abierto-monitoreo-legislativo,Parlamento abierto / monitoreo legislativo
tedic,periodismo-de-datos,Periodismo de datos
chequeado,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
chequeado,participación-ciudadana,Participación ciudadana
chequeado,periodismo-de-datos,Periodismo de datos
centro-de-formacão-e-organizacão-comunitaria-ceforc,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
centro-de-formacão-e-organizacão-comunitaria-ceforc,mapeo-ciudadano,Mapeo ciudadano
centro-de-formacão-e-organizacão-comunitaria-ceforc,participación-ciudadana,Participación ciudadana
centro-de-formacão-e-organizacão-comunitaria-ceforc,otro,Otro
cultivando-futuro,participación-ciudadana,Participación ciudadana
cultivando-futuro,otro,Otro
calhau-social,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
calhau-social,mapeo-ciudadano,Mapeo ciudadano
calhau-social,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
calhau-social,participación-ciudadana,Participación ciudadana
calhau-social,periodismo-de-datos,Periodismo de datos
fundamedios,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
fundamedios,otro,Otro
fundamedios,periodismo-de-datos,Periodismo de datos
fundacion-grupo-civico-etica-y-transparencia-eyt,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
fundacion-grupo-civico-etica-y-transparencia-eyt,mapeo-ciudadano,Mapeo ciudadano
fundacion-grupo-civico-etica-y-transparencia-eyt,compras-publicas,Compras públicas
fundacion-grupo-civico-etica-y-transparencia-eyt,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
fundacion-grupo-civico-etica-y-transparencia-eyt,participación-ciudadana,Participación ciudadana
fundacion-grupo-civico-etica-y-transparencia-eyt,otro,Otro
fundacion-grupo-civico-etica-y-transparencia-eyt,periodismo-de-datos,Periodismo de datos
centro-de-investigacion-economica-y-presupuestaria-a-c,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
centro-de-investigacion-economica-y-presupuestaria-a-c,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
centro-de-investigacion-economica-y-presupuestaria-a-c,participación-ciudadana,Participación ciudadana
centro-de-investigacion-economica-y-presupuestaria-a-c,otro,Otro
ideales-soluciones-sociales,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
ideales-soluciones-sociales,otro,Otro
universidad-de-santiago-de-chile-facultad-de-administracion-y-economia,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
universidad-de-santiago-de-chile-facultad-de-administracion-y-economia,compras-publicas,Compras públicas
universidad-de-santiago-de-chile-facultad-de-administracion-y-economia,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
fgv-ceapg-centro-de-estudos-em-administracão-publica-e-governo-da-escola-de-administracão-de-empresas-da-fundacão-getulio-vargas,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
fgv-ceapg-centro-de-estudos-em-administracão-publica-e-governo-da-escola-de-administracão-de-empresas-da-fundacão-getulio-vargas,mapeo-ciudadano,Mapeo ciudadano
fgv-ceapg-centro-de-estudos-em-administracão-publica-e-governo-da-escola-de-administracão-de-empresas-da-fundacão-getulio-vargas,compras-publicas,Compras públicas
fgv-ceapg-centro-de-estudos-em-administracão-publica-e-governo-da-escola-de-administracão-de-empresas-da-fundacão-getulio-vargas,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
fgv-ceapg-centro-de-estudos-em-administracão-publica-e-governo-da-escola-de-administracão-de-empresas-da-fundacão-getulio-vargas,participación-ciudadana,Participación ciudadana
fgv-ceapg-centro-de-estudos-em-administracão-publica-e-governo-da-escola-de-administracão-de-empresas-da-fundacão-getulio-vargas,parlamento-abierto-monitoreo-legislativo,Parlamento abierto / monitoreo legislativo
observatorio-do-recife,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
centro-de-estudios-ambientales-y-sociales-ceamso,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
centro-de-estudios-ambientales-y-sociales-ceamso,compras-publicas,Compras públicas
centro-de-estudios-ambientales-y-sociales-ceamso,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
centro-de-estudios-ambientales-y-sociales-ceamso,participación-ciudadana,Participación ciudadana
geleia-mob,mapeo-ciudadano,Mapeo ciudadano
geleia-mob,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
geleia-mob,participación-ciudadana,Participación ciudadana
geleia-mob,periodismo-de-datos,Periodismo de datos
investigacion-e-innovacion-factual-a-c,mapeo-ciudadano,Mapeo ciudadano
investigacion-e-innovacion-factual-a-c,participación-ciudadana,Participación ciudadana
asuntos-del-sur,mapeo-ciudadano,Mapeo ciudadano
asuntos-del-sur,participación-ciudadana,Participación ciudadana
asuntos-del-sur,otro,Otro
asociacion-colectiva-para-la-defensa-de-los-derechos-de-las-mujeres-en-guatemala,otro,Otro
fundacion-mapocho,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
fundacion-mapocho,participación-ciudadana,Participación ciudadana
consejo-civico-de-instituciones-de-nuevo-leon-a-c,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
consejo-civico-de-instituciones-de-nuevo-leon-a-c,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
consejo-civico-de-instituciones-de-nuevo-leon-a-c,participación-ciudadana,Participación ciudadana
consejo-civico-de-instituciones-de-nuevo-leon-a-c,otro,Otro
ilhasoft,participación-ciudadana,Participación ciudadana
ilhasoft,otro,Otro
subsidios-claros,compras-publicas,Compras públicas
subsidios-claros,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
subsidios-claros,periodismo-de-datos,Periodismo de datos
caritas-brasileira-regional-nordeste-ii,participación-ciudadana,Participación ciudadana
sociedad-en-movimiento-ac,mapeo-ciudadano,Mapeo ciudadano
sociedad-en-movimiento-ac,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
sociedad-en-movimiento-ac,participación-ciudadana,Participación ciudadana
sociedad-en-movimiento-ac,parlamento-abierto-monitoreo-legislativo,Parlamento abierto / monitoreo legislativo
fundacion-ciencias-de-la-documentacion,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
fundacion-ciencias-de-la-documentacion,parlamento-abierto-monitoreo-legislativo,Parlamento abierto / monitoreo legislativo
xue-colombia-ltda,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
xue-colombia-ltda,compras-publicas,Compras públicas
xue-colombia-ltda,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
xue-colombia-ltda,participación-ciudadana,Participación ciudadana
xue-colombia-ltda,otro,Otro
universidad-de-chile-facultad-de-ciencias-fisicas-y-matematicas-departamento-de-ingenieria-industrial-centro-de-investigacion-en-inteligencia-de-negocios-ceine,mapeo-ciudadano,Mapeo ciudadano
universidad-de-chile-facultad-de-ciencias-fisicas-y-matematicas-departamento-de-ingenieria-industrial-centro-de-investigacion-en-inteligencia-de-negocios-ceine,participación-ciudadana,Participación ciudadana
universidad-de-chile-facultad-de-ciencias-fisicas-y-matematicas-departamento-de-ingenieria-industrial-centro-de-investigacion-en-inteligencia-de-negocios-ceine,periodismo-de-datos,Periodismo de datos
municipalidad-de-rosario-secretaria-de-economia-social-direccion-general-de-desarrollo-de-la-economia-social,otro,Otro
centro-de-investigaciones-y-estudios-en-antropologia-social,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
centro-de-investigaciones-y-estudios-en-antropologia-social,otro,Otro
nucleo-de-informacão-e-coordenacão-do-ponto-br-nic-br,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
krieger-electronics-de-mexico-sa-de-cv,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
krieger-electronics-de-mexico-sa-de-cv,mapeo-ciudadano,Mapeo ciudadano
krieger-electronics-de-mexico-sa-de-cv,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
krieger-electronics-de-mexico-sa-de-cv,participación-ciudadana,Participación ciudadana
krieger-electronics-de-mexico-sa-de-cv,parlamento-abierto-monitoreo-legislativo,Parlamento abierto / monitoreo legislativo
the-next-services,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
the-next-services,otro,Otro
impaqto,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
impaqto,participación-ciudadana,Participación ciudadana
impaqto,otro,Otro
malalai-tecnologia-de-seguranca-ltda,mapeo-ciudadano,Mapeo ciudadano
malalai-tecnologia-de-seguranca-ltda,participación-ciudadana,Participación ciudadana
malalai-tecnologia-de-seguranca-ltda,otro,Otro
sociedad-civil-abriendo-datos-costa-rica,mapeo-ciudadano,Mapeo ciudadano
sociedad-civil-abriendo-datos-costa-rica,otro,Otro
associacão-brasileira-de-jornalismo-investigativo,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
associacão-brasileira-de-jornalismo-investigativo,otro,Otro
associacão-brasileira-de-jornalismo-investigativo,periodismo-de-datos,Periodismo de datos
veeduria-distrital-de-bogota-veeduria-delegada-para-la-contratacion,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
veeduria-distrital-de-bogota-veeduria-delegada-para-la-contratacion,mapeo-ciudadano,Mapeo ciudadano
veeduria-distrital-de-bogota-veeduria-delegada-para-la-contratacion,participación-ciudadana,Participación ciudadana
centro-de-estudios-para-la-equidad-y-gobernanza-en-los-sistemas-de-salud-cegss,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
centro-de-estudios-para-la-equidad-y-gobernanza-en-los-sistemas-de-salud-cegss,mapeo-ciudadano,Mapeo ciudadano
centro-de-estudios-para-la-equidad-y-gobernanza-en-los-sistemas-de-salud-cegss,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
centro-de-estudios-para-la-equidad-y-gobernanza-en-los-sistemas-de-salud-cegss,participación-ciudadana,Participación ciudadana
centro-de-estudios-para-la-equidad-y-gobernanza-en-los-sistemas-de-salud-cegss,periodismo-de-datos,Periodismo de datos
fundacion-desarrollo-social-lealtad-chile,otro,Otro
o-instituto-ambiental,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
o-instituto-ambiental,participación-ciudadana,Participación ciudadana
pontificia-universidad-catolica-del-peru,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
pontificia-universidad-catolica-del-peru,mapeo-ciudadano,Mapeo ciudadano
pontificia-universidad-catolica-del-peru,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
pontificia-universidad-catolica-del-peru,participación-ciudadana,Participación ciudadana
pontificia-universidad-catolica-del-peru,periodismo-de-datos,Periodismo de datos
fundacion-base-publica,mapeo-ciudadano,Mapeo ciudadano
fundacion-base-publica,participación-ciudadana,Participación ciudadana
delpuerto-comunicaciones,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
delpuerto-comunicaciones,participación-ciudadana,Participación ciudadana
comunicacion-corporativa-de-centroamerica,otro,Otro
gafit-solucões-em-automacão-ltda-me,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
gafit-solucões-em-automacão-ltda-me,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
cooperativa-aca-comunicaciones,otro,Otro
acecci-associacão-cearense-de-combate-a-corrupcão-e-a-impunidade,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
acecci-associacão-cearense-de-combate-a-corrupcão-e-a-impunidade,participación-ciudadana,Participación ciudadana
instituto-de-estudios-del-trabajo-inet,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
ea-tech,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
ea-tech,mapeo-ciudadano,Mapeo ciudadano
ea-tech,compras-publicas,Compras públicas
ea-tech,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
ea-tech,participación-ciudadana,Participación ciudadana
instituto-demos,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
instituto-demos,participación-ciudadana,Participación ciudadana
instituto-demos,otro,Otro
mapas-coletivos,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
mapas-coletivos,mapeo-ciudadano,Mapeo ciudadano
mapas-coletivos,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
mapas-coletivos,participación-ciudadana,Participación ciudadana
mapas-coletivos,otro,Otro
mapas-coletivos,periodismo-de-datos,Periodismo de datos
centro-bicicultura,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
centro-bicicultura,mapeo-ciudadano,Mapeo ciudadano
centro-bicicultura,participación-ciudadana,Participación ciudadana
centro-bicicultura,otro,Otro
centro-bicicultura,parlamento-abierto-monitoreo-legislativo,Parlamento abierto / monitoreo legislativo
centro-bicicultura,periodismo-de-datos,Periodismo de datos
dtlnet-ltda,compras-publicas,Compras públicas
dtlnet-ltda,participación-ciudadana,Participación ciudadana
faculdade-latino-americana-de-ciencias-sociais-flacso,mapeo-ciudadano,Mapeo ciudadano
faculdade-latino-americana-de-ciencias-sociais-flacso,participación-ciudadana,Participación ciudadana
faculdade-latino-americana-de-ciencias-sociais-flacso,otro,Otro
corporacion-control-social-colombia,otro,Otro
explico-s-a,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
explico-s-a,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
explico-s-a,participación-ciudadana,Participación ciudadana
explico-s-a,parlamento-abierto-monitoreo-legislativo,Parlamento abierto / monitoreo legislativo
fundacion-biciaccion,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
fundacion-biciaccion,mapeo-ciudadano,Mapeo ciudadano
fundacion-biciaccion,participación-ciudadana,Participación ciudadana
fundacion-biciaccion,otro,Otro
fundacion-biciaccion,periodismo-de-datos,Periodismo de datos
fundacion-conocimiento-abierto,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
fundacion-conocimiento-abierto,mapeo-ciudadano,Mapeo ciudadano
fundacion-conocimiento-abierto,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
fundacion-conocimiento-abierto,participación-ciudadana,Participación ciudadana
fundacion-conocimiento-abierto,periodismo-de-datos,Periodismo de datos
cainfo,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
ae-edg,participación-ciudadana,Participación ciudadana
lar-de-maria-dolores,participación-ciudadana,Participación ciudadana
lar-de-maria-dolores,otro,Otro
fundacao-educativa-e-cultural-arca,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
fundacao-educativa-e-cultural-arca,mapeo-ciudadano,Mapeo ciudadano
fundacao-educativa-e-cultural-arca,participación-ciudadana,Participación ciudadana
fundacao-educativa-e-cultural-arca,periodismo-de-datos,Periodismo de datos
centro-de-promocion-de-la-mujer-gregoria-apaza-cpmga,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
centro-de-promocion-de-la-mujer-gregoria-apaza-cpmga,participación-ciudadana,Participación ciudadana
centro-de-promocion-de-la-mujer-gregoria-apaza-cpmga,otro,Otro
centro-de-promocion-de-la-mujer-gregoria-apaza-cpmga,periodismo-de-datos,Periodismo de datos
trujillo-ahora,otro,Otro
instituto-banco-da-periferia-palmas-lab,mapeo-ciudadano,Mapeo ciudadano
instituto-banco-da-periferia-palmas-lab,participación-ciudadana,Participación ciudadana
instituto-banco-da-periferia-palmas-lab,periodismo-de-datos,Periodismo de datos
instituto-stela,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
instituto-stela,mapeo-ciudadano,Mapeo ciudadano
instituto-stela,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
instituto-stela,participación-ciudadana,Participación ciudadana
instituto-stela,otro,Otro
sistemas-de-informacion-geografica-para-la-planeacion-y-ordenamiento-del-territorio-sigpot-sa-de-cv,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
sistemas-de-informacion-geografica-para-la-planeacion-y-ordenamiento-del-territorio-sigpot-sa-de-cv,mapeo-ciudadano,Mapeo ciudadano
sistemas-de-informacion-geografica-para-la-planeacion-y-ordenamiento-del-territorio-sigpot-sa-de-cv,participación-ciudadana,Participación ciudadana
sistemas-de-informacion-geografica-para-la-planeacion-y-ordenamiento-del-territorio-sigpot-sa-de-cv,periodismo-de-datos,Periodismo de datos
centro-peruano-para-la-resiliencia-de-socioecosistemas-urbanos-centro-urbes,participación-ciudadana,Participación ciudadana
laboratorio-para-la-accion-publica,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
laboratorio-para-la-accion-publica,mapeo-ciudadano,Mapeo ciudadano
laboratorio-para-la-accion-publica,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
laboratorio-para-la-accion-publica,participación-ciudadana,Participación ciudadana
laboratorio-para-la-accion-publica,parlamento-abierto-monitoreo-legislativo,Parlamento abierto / monitoreo legislativo
laboratorio-para-la-accion-publica,periodismo-de-datos,Periodismo de datos
onesmart-technology-sa-de-cv,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
onesmart-technology-sa-de-cv,mapeo-ciudadano,Mapeo ciudadano
onesmart-technology-sa-de-cv,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
onesmart-technology-sa-de-cv,participación-ciudadana,Participación ciudadana
onesmart-technology-sa-de-cv,otro,Otro
corporacion-con-tacto-local,otro,Otro
campana-global-por-la-libertad-de-expresion-a19-a-c,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
imaflora,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
imaflora,participación-ciudadana,Participación ciudadana
imaflora,parlamento-abierto-monitoreo-legislativo,Parlamento abierto / monitoreo legislativo
unidad-positiva-para-el-desarrollo-ciudadano-updc,participación-ciudadana,Participación ciudadana
socialab-global,mapeo-ciudadano,Mapeo ciudadano
socialab-global,participación-ciudadana,Participación ciudadana
socialab-global,otro,Otro
fundacion-la-network,mapeo-ciudadano,Mapeo ciudadano
fundacion-la-network,participación-ciudadana,Participación ciudadana
fundacion-la-network,otro,Otro
fundacion-la-network,periodismo-de-datos,Periodismo de datos
centro-de-empreendedorismo-universitario-consultoria-ltda,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
centro-de-empreendedorismo-universitario-consultoria-ltda,participación-ciudadana,Participación ciudadana
instituto-casa-da-cidade,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
instituto-casa-da-cidade,mapeo-ciudadano,Mapeo ciudadano
instituto-casa-da-cidade,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
instituto-casa-da-cidade,participación-ciudadana,Participación ciudadana
bondiar,mapeo-ciudadano,Mapeo ciudadano
bondiar,participación-ciudadana,Participación ciudadana
bondiar,periodismo-de-datos,Periodismo de datos
todos-pela-educacão,otro,Otro
periodico-el-faro,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
periodico-el-faro,participación-ciudadana,Participación ciudadana
periodico-el-faro,parlamento-abierto-monitoreo-legislativo,Parlamento abierto / monitoreo legislativo
periodico-el-faro,periodismo-de-datos,Periodismo de datos
instituto-salvadoreno-de-desarrollo-municipal-instituto-salvadoreno-de-desarrollo-municipal-isdem,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
instituto-salvadoreno-de-desarrollo-municipal-instituto-salvadoreno-de-desarrollo-municipal-isdem,mapeo-ciudadano,Mapeo ciudadano
instituto-salvadoreno-de-desarrollo-municipal-instituto-salvadoreno-de-desarrollo-municipal-isdem,compras-publicas,Compras públicas
instituto-salvadoreno-de-desarrollo-municipal-instituto-salvadoreno-de-desarrollo-municipal-isdem,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
how-to-build-up,mapeo-ciudadano,Mapeo ciudadano
how-to-build-up,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
how-to-build-up,participación-ciudadana,Participación ciudadana
how-to-build-up,otro,Otro
how-to-build-up,periodismo-de-datos,Periodismo de datos
centro-profesional-indigena-de-asesoria-defensa-y-traduccion-a-c,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
alampyme-br-associacão-latinoamericana-de-micro-pequenas-e-medias-empresas-capitulo-brasil,mapeo-ciudadano,Mapeo ciudadano
alampyme-br-associacão-latinoamericana-de-micro-pequenas-e-medias-empresas-capitulo-brasil,compras-publicas,Compras públicas
alampyme-br-associacão-latinoamericana-de-micro-pequenas-e-medias-empresas-capitulo-brasil,participación-ciudadana,Participación ciudadana
alampyme-br-associacão-latinoamericana-de-micro-pequenas-e-medias-empresas-capitulo-brasil,otro,Otro
alampyme-br-associacão-latinoamericana-de-micro-pequenas-e-medias-empresas-capitulo-brasil,parlamento-abierto-monitoreo-legislativo,Parlamento abierto / monitoreo legislativo
camaleon-multimedia-sas,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
camaleon-multimedia-sas,mapeo-ciudadano,Mapeo ciudadano
camaleon-multimedia-sas,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
camaleon-multimedia-sas,participación-ciudadana,Participación ciudadana
instituto-phomenta,periodismo-de-datos,Periodismo de datos
fundacion-construir,mapeo-ciudadano,Mapeo ciudadano
fundacion-construir,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
fundacion-construir,participación-ciudadana,Participación ciudadana
fundacion-construir,periodismo-de-datos,Periodismo de datos
movimento-nossa-bh,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
movimento-nossa-bh,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
movimento-nossa-bh,participación-ciudadana,Participación ciudadana
movimento-nossa-bh,parlamento-abierto-monitoreo-legislativo,Parlamento abierto / monitoreo legislativo
solvo,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
asociacion-transporte-ativo,participación-ciudadana,Participación ciudadana
econsulting-s-r-l,compras-publicas,Compras públicas
econsulting-s-r-l,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
econsulting-s-r-l,participación-ciudadana,Participación ciudadana
servicios-de-ideas-creativas-para-el-desarrollo-de-organizaciones-a-c,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
servicios-de-ideas-creativas-para-el-desarrollo-de-organizaciones-a-c,participación-ciudadana,Participación ciudadana
servicios-de-ideas-creativas-para-el-desarrollo-de-organizaciones-a-c,otro,Otro
asi-asesores-para-la-inversion-social,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
asi-asesores-para-la-inversion-social,participación-ciudadana,Participación ciudadana
usocial-maps,mapeo-ciudadano,Mapeo ciudadano
usocial-maps,participación-ciudadana,Participación ciudadana
fundacion-ciudadana-civio,compras-publicas,Compras públicas
fundacion-ciudadana-civio,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
fundacion-ciudadana-civio,participación-ciudadana,Participación ciudadana
fundacion-ciudadana-civio,otro,Otro
fundacion-ciudadana-civio,periodismo-de-datos,Periodismo de datos
instituto-humanista-de-cooperacion-para-el-desarrollo-hivos,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
instituto-humanista-de-cooperacion-para-el-desarrollo-hivos,participación-ciudadana,Participación ciudadana
instituto-humanista-de-cooperacion-para-el-desarrollo-hivos,otro,Otro
soluntia-sa,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
soluntia-sa,transparencia-y-rendicion-de-cuentas,Transparencia y rendición de cuentas
soluntia-sa,participación-ciudadana,Participación ciudadana
soluntia-sa,otro,Otro
soluntia-sa,parlamento-abierto-monitoreo-legislativo,Parlamento abierto / monitoreo legislativo
soluntia-sa,periodismo-de-datos,Periodismo de datos
associacão-todos-por-um-tp1,participación-ciudadana,Participación ciudadana
red-infodesarrollo,mapeo-ciudadano,Mapeo ciudadano
red-infodesarrollo,participación-ciudadana,Participación ciudadana
13-media-sc,participación-ciudadana,Participación ciudadana
13-media-sc,otro,Otro
13-media-sc,parlamento-abierto-monitoreo-legislativo,Parlamento abierto / monitoreo legislativo
fgx,monitoreo-de-servicios-publicos,Monitoreo de servicios públicos
fgx,mapeo-ciudadano,Mapeo ciudadano
fgx,periodismo-de-datos,Periodismo de datos
centro-de-lideranca-publica,otro,Otro
